code,label,chapter,billable
K70.3,Cirrosis hepática alcohólica,Enfermedades del sistema digestivo,true
K70.4,Insuficiencia hepática alcohólica,Enfermedades del sistema digestivo,true
K70.9,"Enfermedad hepática alcohólica, no especificada",Enfermedades del sistema digestivo,true
K71,Enfermedad tóxica del hígado,Enfermedades del sistema digestivo,false
K71.0,"Enfermedad tóxica del hígado, con colestasis",Enfermedades del sistema digestivo,true
K71.1,Enfermedad tóxica del hígado con necrosis hepática,Enfermedades del sistema digestivo,true
K71.2,Enfermedad tóxica del hígado con hepatitis aguda,Enfermedades del sistema digestivo,true
K71.3,Enfermedad tóxica del hígado con hepatitis crónica persistente,Enfermedades del sistema digestivo,true
K71.4,Enfermedad tóxica del hígado con hepatitis crónica lobular,Enfermedades del sistema digestivo,true
K71.5,Enfermedad tóxica del hígado con hepatitis crónica activa,Enfermedades del sistema digestivo,true
K71.6,Enfermedad tóxica del hígado con hepatitis no clasificada en otra parte,Enfermedades del sistema digestivo,true
K71.7,Enfermedad tóxica del hígado con cirrosis y fibrosis del hígado,Enfermedades del sistema digestivo,true
K71.8,Enfermedad tóxica del hígado con otros trastornos hepáticos,Enfermedades del sistema digestivo,true
K71.9,"Enfermedad tóxica del hígado, no especificada",Enfermedades del sistema digestivo,true
K72,"Insuficiencia hepática, no clasificada en otra parte",Enfermedades del sistema digestivo,false
K72.0,Insuficiencia hepática aguda o subaguda,Enfermedades del sistema digestivo,true
K72.1,Insuficiencia hepática crónica,Enfermedades del sistema digestivo,true
K72.9,"Insuficiencia hepática, no especificada",Enfermedades del sistema digestivo,true
K73,"Hepatitis crónica, no clasificada en otra parte",Enfermedades del sistema digestivo,false
K73.0,"Hepatitis crónica persistente, no clasificada en otra parte",Enfermedades del sistema digestivo,true
K73.1,"Hepatitis crónica lobular, no clasificada en otra parte",Enfermedades del sistema digestivo,true
K73.2,"Hepatitis crónica activa, no clasificada en otra parte",Enfermedades del sistema digestivo,true
K73.8,"Otras hepatitis crónicas, no clasificadas en otra parte",Enfermedades del sistema digestivo,true
K73.9,"Hepatitis crónica, no especificada",Enfermedades del sistema digestivo,true
K74,Fibrosis y cirrosis del hígado,Enfermedades del sistema digestivo,false
K74.0,Fibrosis hepática,Enfermedades del sistema digestivo,true
K74.1,Esclerosis hepática,Enfermedades del sistema digestivo,true
K74.2,Fibrosis hepática con esclerosis hepática,Enfermedades del sistema digestivo,true
K74.3,Cirrosis biliar primaria,Enfermedades del sistema digestivo,true
K74.4,Cirrosis biliar secundaria,Enfermedades del sistema digestivo,true
K74.5,"Cirrosis biliar, no especificada",Enfermedades del sistema digestivo,true
K74.6,Otras cirrosis del hígado y las no especificadas,Enfermedades del sistema digestivo,true
K75,Otras enfermedades inflamatorias del hígado,Enfermedades del sistema digestivo,false
K75.0,Absceso del hígado,Enfermedades del sistema digestivo,true
K75.1,Flebitis de la vena porta,Enfermedades del sistema digestivo,true
K75.2,Hepatitis reactiva no específica,Enfermedades del sistema digestivo,true
K75.3,"Hepatitis granulomatosa, no clasificada en otra parte",Enfermedades del sistema digestivo,true
K75.4,Hepatitis autoinmune,Enfermedades del sistema digestivo,true
K75.8,"Otras enfermedades inflamatorias del hígado, especificadas",Enfermedades del sistema digestivo,true
K75.9,"Enfermedad inflamatoria del hígado, no especificada",Enfermedades del sistema digestivo,true
K76,Otras enfermedades del hígado,Enfermedades del sistema digestivo,false
K76.0,"Degeneración grasa del hígado, no clasificada en otra parte",Enfermedades del sistema digestivo,true
K76.1,Congestión pasiva crónica del hígado,Enfermedades del sistema digestivo,true
K76.2,Necrosis hemorrágica central del hígado,Enfermedades del sistema digestivo,true
K76.3,Infarto del hígado,Enfermedades del sistema digestivo,true
K76.4,Peliosis hepática,Enfermedades del sistema digestivo,true
K76.5,Enfermedad veno–oclusiva del hígado,Enfermedades del sistema digestivo,true
K76.6,Hipertensión portal,Enfermedades del sistema digestivo,true
K76.7,Síndrome hepatorrenal,Enfermedades del sistema digestivo,true
K76.8,Otras enfermedades especificadas del hígado,Enfermedades del sistema digestivo,true
K76.9,"Enfermedad del hígado, no especificada",Enfermedades del sistema digestivo,true
K77,Trastornos del hígado en enfermedades clasificadas en otra parte,Enfermedades del sistema digestivo,false
K77.0,Trastornos del hígado en enfermedades infecciosas y parasitarias clasificadas en otra parte,Enfermedades del sistema digestivo,true
K77.8,Trastornos del hígado en otras enfermedades clasificadas en otra parte,Enfermedades del sistema digestivo,true
K80,Colelitiasis,Enfermedades del sistema digestivo,false
K80.0,Cálculo de la vesícula biliar con colecistitis aguda,Enfermedades del sistema digestivo,true
K80.1,Cálculo de la vesícula biliar con otra colecistitis,Enfermedades del sistema digestivo,true
K80.2,Cálculo de la vesícula biliar sin colecistitis,Enfermedades del sistema digestivo,true
K80.3,Cálculo de conducto biliar con colangitis,Enfermedades del sistema digestivo,true
K80.4,Cálculo de conducto biliar con colecistitis,Enfermedades del sistema digestivo,true
K80.5,Cálculo de conducto biliar sin colangitis ni colecistitis,Enfermedades del sistema digestivo,true
K80.8,Otras colelitiasis,Enfermedades del sistema digestivo,true
K81,Colecistitis,Enfermedades del sistema digestivo,false
K81.0,Colecistitis aguda,Enfermedades del sistema digestivo,true
K81.1,Colecistitis crónica,Enfermedades del sistema digestivo,true
K81.8,Otras colecistitis,Enfermedades del sistema digestivo,true
K81.9,"Colecistitis, no especificada",Enfermedades del sistema digestivo,true
K82,Otras enfermedades de la vesícula biliar,Enfermedades del sistema digestivo,false
K82.0,Obstrucción de la vesícula biliar,Enfermedades del sistema digestivo,true
K82.1,Hidropesía de la vesícula biliar,Enfermedades del sistema digestivo,true
K82.2,Perforación de la vesícula biliar,Enfermedades del sistema digestivo,true
K82.3,Fístula de la vesícula biliar,Enfermedades del sistema digestivo,true
K82.4,Colesterolosis de la vesícula biliar,Enfermedades del sistema digestivo,true
K82.8,Otras enfermedades especificadas de la vesícula biliar,Enfermedades del sistema digestivo,true
K82.9,"Enfermedad de la vesícula biliar, no especificada",Enfermedades del sistema digestivo,true
K83,Otras enfermedades de las vías biliares,Enfermedades del sistema digestivo,false
K83.0,Colangitis,Enfermedades del sistema digestivo,true
K83.1,Obstrucción del conducto biliar,Enfermedades del sistema digestivo,true
K83.2,Perforación del conducto biliar,Enfermedades del sistema digestivo,true
K83.3,Fístula del conducto biliar,Enfermedades del sistema digestivo,true
K83.4,Espasmo del esfínter de Oddi,Enfermedades del sistema digestivo,true
K83.5,Quiste biliar,Enfermedades del sistema digestivo,true
K83.8,Otras enfermedades especificadas de las vías biliares,Enfermedades del sistema digestivo,true
K83.9,"Enfermedad de las vías biliares, no especificada",Enfermedades del sistema digestivo,true
K85,Pancreatitis aguda,Enfermedades del sistema digestivo,false
K85.0,Pancreatitis idiopática aguda,Enfermedades del sistema digestivo,true
K85.1,Pancreatitis biliar aguda,Enfermedades del sistema digestivo,true
K85.2,Pancreatitis aguda inducida por alcohol,Enfermedades del sistema digestivo,true
K85.3,Pancreatitis aguda inducida por drogas,Enfermedades del sistema digestivo,true
K85.8,Otras pancreatitis agudas,Enfermedades del sistema digestivo,true
K85.9,"Pancreatitis aguda, no especificada",Enfermedades del sistema digestivo,true
K86,Otras enfermedades del páncreas,Enfermedades del sistema digestivo,false
K86.0,Pancreatitis crónica inducida por el alcohol,Enfermedades del sistema digestivo,true
K86.1,Otras pancreatitis crónicas,Enfermedades del sistema digestivo,true
K86.2,Quiste del páncreas,Enfermedades del sistema digestivo,true
K86.3,Seudoquiste del páncreas,Enfermedades del sistema digestivo,true
K86.8,Otras enfermedades especificadas del páncreas,Enfermedades del sistema digestivo,true
K86.9,"Enfermedad del páncreas, no especificada",Enfermedades del sistema digestivo,true
K87,"Trastornos de la vesícula biliar, de las vías biliares y del páncreas en enfermedades clasificadas en otra parte",Enfermedades del sistema digestivo,false
K87.0,Trastornos de la vesícula biliar y de las vías biliares en enfermedades clasificadas en otra parte,Enfermedades del sistema digestivo,true
K87.1,Trastornos del páncreas en enfermedades clasificadas en otra parte,Enfermedades del sistema digestivo,true
K90,Malabsorción intestinal,Enfermedades del sistema digestivo,false
K90.0,Enfermedad celíaca,Enfermedades del sistema digestivo,true
K90.1,Esprue tropical,Enfermedades del sistema digestivo,true
K90.2,"Síndrome del asa ciega, no clasificado en otra parte",Enfermedades del sistema digestivo,true
K90.3,Esteatorrea pancreática,Enfermedades del sistema digestivo,true
K90.4,"Malabsorción debida a intolerancia, no clasificada en otra parte",Enfermedades del sistema digestivo,true
K90.8,Otros tipos de malabsorción intestinal,Enfermedades del sistema digestivo,true
K90.9,"Malabsorción intestinal, no especificada",Enfermedades del sistema digestivo,true
K91,"Trastornos del sistema digestivo consecutivos a procedimientos, no clasificados en otra parte",Enfermedades del sistema digestivo,false
K91.0,Vómito postcirugía gastrointestinal,Enfermedades del sistema digestivo,true
K91.1,Síndromes consecutivos a la cirugía gástrica,Enfermedades del sistema digestivo,true
K91.2,"Malabsorción postquirúrgica, no clasificada en otra parte",Enfermedades del sistema digestivo,true
K91.3,Obstrucción intestinal postoperatoria,Enfermedades del sistema digestivo,true
K91.4,Disfunción de colostomía o enterostomía,Enfermedades del sistema digestivo,true
K91.5,Síndrome postcolecistectomía,Enfermedades del sistema digestivo,true
K91.8,"Otros trastornos del sistema digestivo consecutivos a procedimientos, no clasificados en otra parte",Enfermedades del sistema digestivo,true
K91.9,Trastorno no especificado del sistema digestivo consecutivo a procedimientos,Enfermedades del sistema digestivo,true
K92,Otras enfermedades del sistema digestivo,Enfermedades del sistema digestivo,false
K92.0,Hematemesis,Enfermedades del sistema digestivo,true
K92.1,Melena,Enfermedades del sistema digestivo,true
K92.2,"Hemorragia gastrointestinal, no especificada",Enfermedades del sistema digestivo,true
K92.8,Otras enfermedades especificadas del sistema digestivo,Enfermedades del sistema digestivo,true
K92.9,"Enfermedad del sistema digestivo, no especificada",Enfermedades del sistema digestivo,true
K93,Trastornos de otros órganos digestivos en enfermedades clasificadas en otra parte,Enfermedades del sistema digestivo,false
K93.0,"Trastornos tuberculosos del intestino, peritoneo y ganglios mesentéricos (A18.3)",Enfermedades del sistema digestivo,true
K93.1,Megacolon en la enfermedad de Chagas (B57.3),Enfermedades del sistema digestivo,true
K93.8,Trastornos de otros órganos digestivos especificados en enfermedades clasificadas en otra parte,Enfermedades del sistema digestivo,true
L00,Síndrome estafilocócico de la piel escaldada,Enfermedades de la piel y del tejido subcutáneo,true
L01,Impétigo,Enfermedades de la piel y del tejido subcutáneo,false
L01.0,Impétigo [cualquier sitio anatómico] [cualquier organismo],Enfermedades de la piel y del tejido subcutáneo,true
L01.1,Impetiginización de otras dermatosis,Enfermedades de la piel y del tejido subcutáneo,true
L02,"Absceso cutáneo, furúnculo y carbunco",Enfermedades de la piel y del tejido subcutáneo,false
L02.0,"Absceso cutáneo, furúnculo y carbunco de la cara",Enfermedades de la piel y del tejido subcutáneo,true
L02.1,"Absceso cutáneo, furúnculo y carbunco del cuello",Enfermedades de la piel y del tejido subcutáneo,true
L02.2,"Absceso cutáneo, furúnculo y carbunco del tronco",Enfermedades de la piel y del tejido subcutáneo,true
L02.3,"Absceso cutáneo, furúnculo y carbunco de glúteos",Enfermedades de la piel y del tejido subcutáneo,true
L02.4,"Absceso cutáneo, furúnculo y carbunco de miembro",Enfermedades de la piel y del tejido subcutáneo,true
L02.8,"Absceso cutáneo, furúnculo y carbunco de otros sitios",Enfermedades de la piel y del tejido subcutáneo,true
L02.9,"Absceso cutáneo, furúnculo y carbunco de sitio no especificado",Enfermedades de la piel y del tejido subcutáneo,true
L03,Celulitis,Enfermedades de la piel y del tejido subcutáneo,false
L03.0,Celulitis de los dedos de la mano y del pie,Enfermedades de la piel y del tejido subcutáneo,true
L03.1,Celulitis de otras partes de los miembros,Enfermedades de la piel y del tejido subcutáneo,true
L03.2,Celulitis de la cara,Enfermedades de la piel y del tejido subcutáneo,true
L03.3,Celulitis del tronco,Enfermedades de la piel y del tejido subcutáneo,true
L03.8,Celulitis de otros sitios,Enfermedades de la piel y del tejido subcutáneo,true
L03.9,Celulitis de sitio no especificado,Enfermedades de la piel y del tejido subcutáneo,true
L04,Linfadenitis aguda,Enfermedades de la piel y del tejido subcutáneo,false
L04.0,"Linfadenitis aguda de cara, cabeza y cuello",Enfermedades de la piel y del tejido subcutáneo,true
L04.1,Linfadenitis aguda del tronco,Enfermedades de la piel y del tejido subcutáneo,true
L04.2,Linfadenitis aguda del miembro superior,Enfermedades de la piel y del tejido subcutáneo,true
L04.3,Linfadenitis aguda del miembro inferior,Enfermedades de la piel y del tejido subcutáneo,true
L04.8,Linfadenitis aguda de otros sitios,Enfermedades de la piel y del tejido subcutáneo,true
L04.9,Linfadenitis aguda de sitio no especificado,Enfermedades de la piel y del tejido subcutáneo,true
L05,Quiste pilonidal,Enfermedades de la piel y del tejido subcutáneo,false
L05.0,Quiste pilonidal con absceso,Enfermedades de la piel y del tejido subcutáneo,true
L05.9,Quiste pilonidal sin absceso,Enfermedades de la piel y del tejido subcutáneo,true
L08,Otras infecciones locales de la piel y del tejido subcutáneo,Enfermedades de la piel y del tejido subcutáneo,false
L08.0,Pioderma,Enfermedades de la piel y del tejido subcutáneo,true
L08.1,Eritrasma,Enfermedades de la piel y del tejido subcutáneo,true
L08.8,Otras infecciones locales especificadas de la piel y del tejido subcutáneo,Enfermedades de la piel y del tejido subcutáneo,true
L08.9,"Infección local de la piel y del tejido subcutáneo, no especificada",Enfermedades de la piel y del tejido subcutáneo,true
L10,Pénfigo,Enfermedades de la piel y del tejido subcutáneo,false
L10.0,Pénfigo vulgar,Enfermedades de la piel y del tejido subcutáneo,true
L10.1,Pénfigo vegetante,Enfermedades de la piel y del tejido subcutáneo,true
L10.2,Pénfigo foliáceo,Enfermedades de la piel y del tejido subcutáneo,true
L10.3,Pénfigo brasileño [fogo selvagem],Enfermedades de la piel y del tejido subcutáneo,true
L10.4,Pénfigo eritematoso,Enfermedades de la piel y del tejido subcutáneo,true
L10.5,Pénfigo inducido por drogas,Enfermedades de la piel y del tejido subcutáneo,true
L10.8,Otros pénfigos,Enfermedades de la piel y del tejido subcutáneo,true
L10.9,"Pénfigo, no especificado",Enfermedades de la piel y del tejido subcutáneo,true
L11,Otros trastornos acantolíticos,Enfermedades de la piel y del tejido subcutáneo,false
L11.0,Queratosis folicular adquirida,Enfermedades de la piel y del tejido subcutáneo,true
L11.1,Dermatosis acantolítica transitoria [Grover],Enfermedades de la piel y del tejido subcutáneo,true
L11.8,Otros trastornos acantolíticos especificados,Enfermedades de la piel y del tejido subcutáneo,true
L11.9,"Trastorno acantolítico, no especificado",Enfermedades de la piel y del tejido subcutáneo,true
L12,Penfigoide,Enfermedades de la piel y del tejido subcutáneo,false
L12.0,Penfigoide flictenular,Enfermedades de la piel y del tejido subcutáneo,true
L12.1,Penfigoide cicatricial,Enfermedades de la piel y del tejido subcutáneo,true
L12.2,Enfermedad flictenular crónica de la infancia,Enfermedades de la piel y del tejido subcutáneo,true
L12.3,Epidermólisis bullosa adquirida,Enfermedades de la piel y del tejido subcutáneo,true
L12.8,Otros penfigoides,Enfermedades de la piel y del tejido subcutáneo,true
L12.9,"Penfigoide, no especificado",Enfermedades de la piel y del tejido subcutáneo,true
L13,Otros trastornos flictenulares,Enfermedades de la piel y del tejido subcutáneo,false
L13.0,Dermatitis herpetiforme,Enfermedades de la piel y del tejido subcutáneo,true
L13.1,Dermatitis pustulosa subcorneal,Enfermedades de la piel y del tejido subcutáneo,true
L13.8,Otros trastornos flictenulares especificados,Enfermedades de la piel y del tejido subcutáneo,true
L13.9,"Trastorno flictenular, no especificado",Enfermedades de la piel y del tejido subcutáneo,true
L14,Trastornos flictenulares en enfermedades clasificadas en otra parte,Enfermedades de la piel y del tejido subcutáneo,true
L20,Dermatitis atópica,Enfermedades de la piel y del tejido subcutáneo,false
L20.0,Prurigo de Besnier,Enfermedades de la piel y del tejido subcutáneo,true
L20.8,Otras dermatitis atópicas,Enfermedades de la piel y del tejido subcutáneo,true
L20.9,"Dermatitis atópica, no especificada",Enfermedades de la piel y del tejido subcutáneo,true
L21,Dermatitis seborreica,Enfermedades de la piel y del tejido subcutáneo,false
L21.0,Seborrea capitis,Enfermedades de la piel y del tejido subcutáneo,true
L21.1,Dermatitis seborreica infantil,Enfermedades de la piel y del tejido subcutáneo,true
L21.8,Otras dermatitis seborreicas,Enfermedades de la piel y del tejido subcutáneo,true
L21.9,"Dermatitis seborreica, no especificada",Enfermedades de la piel y del tejido subcutáneo,true
L22,Dermatitis del pañal,Enfermedades de la piel y del tejido subcutáneo,true
L23,Dermatitis alérgica de contacto,Enfermedades de la piel y del tejido subcutáneo,false
L23.0,Dermatitis alérgica de contacto debida a metales,Enfermedades de la piel y del tejido subcutáneo,true
L23.1,Dermatitis alérgica de contacto debida a adhesivos,Enfermedades de la piel y del tejido subcutáneo,true
L23.2,Dermatitis alérgica de contacto debida a cosméticos,Enfermedades de la piel y del tejido subcutáneo,true
L23.3,Dermatitis alérgica de contacto debida a drogas en contacto con la piel,Enfermedades de la piel y del tejido subcutáneo,true
L23.4,Dermatitis alérgica de contacto debida a colorantes,Enfermedades de la piel y del tejido subcutáneo,true
L23.5,Dermatitis alérgica de contacto debida a otros productos químicos,Enfermedades de la piel y del tejido subcutáneo,true
L23.6,Dermatitis alérgica de contacto debida a alimentos en contacto con la piel,Enfermedades de la piel y del tejido subcutáneo,true
L23.7,"Dermatitis alérgica de contacto debida a plantas, excepto las alimenticias",Enfermedades de la piel y del tejido subcutáneo,true
L23.8,Dermatitis alérgica de contacto debida a otros agentes,Enfermedades de la piel y del tejido subcutáneo,true
L23.9,"Dermatitis alérgica de contacto, de causa no especificada",Enfermedades de la piel y del tejido subcutáneo,true
L24,Dermatitis de contacto por irritantes,Enfermedades de la piel y del tejido subcutáneo,false
L24.0,"Dermatitis de contacto por irritantes, debida a detergentes",Enfermedades de la piel y del tejido subcutáneo,true
L24.1,"Dermatitis de contacto por irritantes, debida a aceites y grasas",Enfermedades de la piel y del tejido subcutáneo,true
L24.2,"Dermatitis de contacto por irritantes, debida a disolventes",Enfermedades de la piel y del tejido subcutáneo,true
L24.3,"Dermatitis de contacto por irritantes, debida a cosméticos",Enfermedades de la piel y del tejido subcutáneo,true
L24.4,"Dermatitis de contacto por irritantes, debida a drogas en contacto con la piel",Enfermedades de la piel y del tejido subcutáneo,true
L24.5,"Dermatitis de contacto por irritantes, debida a otros productos químicos",Enfermedades de la piel y del tejido subcutáneo,true
L24.6,"Dermatitis de contacto por irritantes, debida a alimentos en contacto con la piel",Enfermedades de la piel y del tejido subcutáneo,true
L24.7,"Dermatitis de contacto por irritantes, debida a plantas, excepto las alimenticias",Enfermedades de la piel y del tejido subcutáneo,true
L24.8,"Dermatitis de contacto por irritantes, debida a otros agentes",Enfermedades de la piel y del tejido subcutáneo,true
L24.9,"Dermatitis de contacto por irritantes, de causa no especificada",Enfermedades de la piel y del tejido subcutáneo,true
L25,"Dermatitis de contacto, forma no especificada",Enfermedades de la piel y del tejido subcutáneo,false
L25.0,"Dermatitis de contacto, forma no especificada, debida a cosméticos",Enfermedades de la piel y del tejido subcutáneo,true
L25.1,"Dermatitis de contacto, forma no especificada, debida a drogas en contacto con la piel",Enfermedades de la piel y del tejido subcutáneo,true
L25.2,"Dermatitis de contacto, forma no especificada, debida a colorantes",Enfermedades de la piel y del tejido subcutáneo,true
L25.3,"Dermatitis de contacto, forma no especificada, debida a otros productos químicos",Enfermedades de la piel y del tejido subcutáneo,true
L25.4,"Dermatitis de contacto, forma no especificada, debida a alimentos en contacto con la piel",Enfermedades de la piel y del tejido subcutáneo,true
L25.5,"Dermatitis de contacto, forma no especificada, debida a plantas, excepto las alimenticias",Enfermedades de la piel y del tejido subcutáneo,true
L25.8,"Dermatitis de contacto, forma no especificada, debida a otros agentes",Enfermedades de la piel y del tejido subcutáneo,true
L25.9,"Dermatitis de contacto, forma y causa no especificadas",Enfermedades de la piel y del tejido subcutáneo,true
L26,Dermatitis exfoliativa,Enfermedades de la piel y del tejido subcutáneo,true
L27,Dermatitis debida a sustancias ingeridas,Enfermedades de la piel y del tejido subcutáneo,false
L27.0,Erupción cutánea generalizada debida a drogas y medicamentos,Enfermedades de la piel y del tejido subcutáneo,true
L27.1,Erupción cutánea localizada debida a drogas y medicamentos,Enfermedades de la piel y del tejido subcutáneo,true
L27.2,Dermatitis debida a ingestión de alimentos,Enfermedades de la piel y del tejido subcutáneo,true
L27.8,Dermatitis debida a otras sustancias ingeridas,Enfermedades de la piel y del tejido subcutáneo,true
L27.9,Dermatitis debida a sustancias ingeridas no especificadas,Enfermedades de la piel y del tejido subcutáneo,true
L28,Liquen simple crónico y prurigo,Enfermedades de la piel y del tejido subcutáneo,false
L28.0,Liquen simple crónico,Enfermedades de la piel y del tejido subcutáneo,true
L28.1,Prurigo nodular,Enfermedades de la piel y del tejido subcutáneo,true
L28.2,Otros prurigos,Enfermedades de la piel y del tejido subcutáneo,true
L29,Prurito,Enfermedades de la piel y del tejido subcutáneo,false
L29.0,Prurito anal,Enfermedades de la piel y del tejido subcutáneo,true
L29.1,Prurito escrotal,Enfermedades de la piel y del tejido subcutáneo,true
L29.2,Prurito vulvar,Enfermedades de la piel y del tejido subcutáneo,true
L29.3,"Prurito anogenital, no especificado",Enfermedades de la piel y del tejido subcutáneo,true
L29.8,Otros pruritos,Enfermedades de la piel y del tejido subcutáneo,true
L29.9,"Prurito, no especificado",Enfermedades de la piel y del tejido subcutáneo,true
L30,Otras dermatitis,Enfermedades de la piel y del tejido subcutáneo,false
L30.0,Dermatitis numular,Enfermedades de la piel y del tejido subcutáneo,true
L30.1,Dishidrosis [ponfólix],Enfermedades de la piel y del tejido subcutáneo,true
L30.2,Autosensibilización cutánea,Enfermedades de la piel y del tejido subcutáneo,true
L30.3,Dermatitis infecciosa,Enfermedades de la piel y del tejido subcutáneo,true
L30.4,Eritema intertrigo,Enfermedades de la piel y del tejido subcutáneo,true
L30.5,Pitiriasis alba,Enfermedades de la piel y del tejido subcutáneo,true
L30.8,Otras dermatitis especificadas,Enfermedades de la piel y del tejido subcutáneo,true
L30.9,"Dermatitis, no especificada",Enfermedades de la piel y del tejido subcutáneo,true
L40,Psoriasis,Enfermedades de la piel y del tejido subcutáneo,false
L40.0,Psoriasis vulgar,Enfermedades de la piel y del tejido subcutáneo,true
L40.1,Psoriasis pustulosa generalizada,Enfermedades de la piel y del tejido subcutáneo,true
L40.2,Acrodermatitis continua,Enfermedades de la piel y del tejido subcutáneo,true
L40.3,Pustulosis palmar y plantar,Enfermedades de la piel y del tejido subcutáneo,true
L40.4,Psoriasis guttata,Enfermedades de la piel y del tejido subcutáneo,true
L40.5,"Artropatía psoriásica (M07.0–M07.3, M09.0)",Enfermedades de la piel y del tejido subcutáneo,true
L40.8,Otras psoriasis,Enfermedades de la piel y del tejido subcutáneo,true
L40.9,"Psoriasis, no especificada",Enfermedades de la piel y del tejido subcutáneo,true
L41,Parapsoriasis,Enfermedades de la piel y del tejido subcutáneo,false
L41.0,Pitiriasis liquenoide y varioliforme aguda,Enfermedades de la piel y del tejido subcutáneo,true
L41.1,Pitiriasis liquenoide crónica,Enfermedades de la piel y del tejido subcutáneo,true
L41.2,Papulosis linfomatoide,Enfermedades de la piel y del tejido subcutáneo,true
L41.3,Parapsoriasis en placas pequeñas,Enfermedades de la piel y del tejido subcutáneo,true
L41.4,Parapsoriasis en placas grandes,Enfermedades de la piel y del tejido subcutáneo,true
L41.5,Parapsoriasis retiforme,Enfermedades de la piel y del tejido subcutáneo,true
L41.8,Otras parapsoriasis,Enfermedades de la piel y del tejido subcutáneo,true
L41.9,"Parapsoriasis, no especificada",Enfermedades de la piel y del tejido subcutáneo,true
L42,Pitiriasis rosada,Enfermedades de la piel y del tejido subcutáneo,true
L43,Liquen plano,Enfermedades de la piel y del tejido subcutáneo,false
L43.0,Liquen plano hipertrófico,Enfermedades de la piel y del tejido subcutáneo,true
L43.1,Liquen plano flictenular,Enfermedades de la piel y del tejido subcutáneo,true
L43.2,Reacción liquenoide debida a drogas,Enfermedades de la piel y del tejido subcutáneo,true
L43.3,Liquen plano subagudo (activo),Enfermedades de la piel y del tejido subcutáneo,true
L43.8,Otros líquenes planos,Enfermedades de la piel y del tejido subcutáneo,true
L43.9,"Liquen plano, no especificado",Enfermedades de la piel y del tejido subcutáneo,true
L44,Otros trastornos papuloescamosos,Enfermedades de la piel y del tejido subcutáneo,false
L44.0,Pitiriasis rubra pilaris,Enfermedades de la piel y del tejido subcutáneo,true
L44.1,Liquen nítido,Enfermedades de la piel y del tejido subcutáneo,true
L44.2,Liquen estriado,Enfermedades de la piel y del tejido subcutáneo,true
L44.3,Liquen rojo moniliforme,Enfermedades de la piel y del tejido subcutáneo,true
L44.4,Acrodermatitis papular infantil [Giannotti–Crosti],Enfermedades de la piel y del tejido subcutáneo,true
L44.8,Otros trastornos papuloescamosos especificados,Enfermedades de la piel y del tejido subcutáneo,true
L44.9,"Trastorno papuloescamoso, no especificado",Enfermedades de la piel y del tejido subcutáneo,true
L45,Trastornos papuloescamosos en enfermedades clasificadas en otra parte,Enfermedades de la piel y del tejido subcutáneo,true
L50,Urticaria,Enfermedades de la piel y del tejido subcutáneo,false
L50.0,Urticaria alérgica,Enfermedades de la piel y del tejido subcutáneo,true
L50.1,Urticaria idiopática,Enfermedades de la piel y del tejido subcutáneo,true
L50.2,Urticaria debida al calor y al frío,Enfermedades de la piel y del tejido subcutáneo,true
L50.3,Urticaria dermatográfica,Enfermedades de la piel y del tejido subcutáneo,true
L50.4,Urticaria vibratoria,Enfermedades de la piel y del tejido subcutáneo,true
L50.5,Urticaria colinérgica,Enfermedades de la piel y del tejido subcutáneo,true
L50.6,Urticaria por contacto,Enfermedades de la piel y del tejido subcutáneo,true
L50.8,Otras urticarias,Enfermedades de la piel y del tejido subcutáneo,true
L50.9,"Urticaria, no especificada",Enfermedades de la piel y del tejido subcutáneo,true
L51,Eritema multiforme,Enfermedades de la piel y del tejido subcutáneo,false
L51.0,Eritema multiforme no flictenular,Enfermedades de la piel y del tejido subcutáneo,true
L51.1,Eritema multiforme flictenular,Enfermedades de la piel y del tejido subcutáneo,true
L51.2,Necrólisis epidérmica tóxica [Lyell],Enfermedades de la piel y del tejido subcutáneo,true
L51.8,Otros eritemas multiformes,Enfermedades de la piel y del tejido subcutáneo,true
L51.9,"Eritema multiforme, no especificado",Enfermedades de la piel y del tejido subcutáneo,true
L52,Eritema nudoso,Enfermedades de la piel y del tejido subcutáneo,true
L53,Otras afecciones eritematosas,Enfermedades de la piel y del tejido subcutáneo,false
L53.0,Eritema tóxico,Enfermedades de la piel y del tejido subcutáneo,true
L53.1,Eritema anular centrífugo,Enfermedades de la piel y del tejido subcutáneo,true
L53.2,Eritema marginado,Enfermedades de la piel y del tejido subcutáneo,true
L53.3,Otros eritemas figurados crónicos,Enfermedades de la piel y del tejido subcutáneo,true
L53.8,Otras afecciones eritematosas especificadas,Enfermedades de la piel y del tejido subcutáneo,true
L53.9,"Afección eritematosa, no especificada",Enfermedades de la piel y del tejido subcutáneo,true
L54,Eritema en enfermedades clasificadas en otra parte,Enfermedades de la piel y del tejido subcutáneo,false
L54.0,Eritema marginado en la fiebre reumática aguda (I00),Enfermedades de la piel y del tejido subcutáneo,true
L54.8,Eritema en otras enfermedades clasificadas en otra parte,Enfermedades de la piel y del tejido subcutáneo,true
L55,Quemadura solar,Enfermedades de la piel y del tejido subcutáneo,false
L55.0,Quemadura solar de primer grado,Enfermedades de la piel y del tejido subcutáneo,true
L55.1,Quemadura solar de segundo grado,Enfermedades de la piel y del tejido subcutáneo,true
L55.2,Quemadura solar de tercer grado,Enfermedades de la piel y del tejido subcutáneo,true
