code,label,chapter,billable
1A36.11,Absceso amebiano del pulmón,Algunas enfermedades infecciosas o parasitarias,true
1A36.12,Amebiasis cutánea,Algunas enfermedades infecciosas o parasitarias,true
1A36.1Y,Amebiasis en otras localizaciones especificadas,Algunas enfermedades infecciosas o parasitarias,true
1A36.Z,"Amebiasis, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1A3Y,Otras infecciones intestinales especificadas por protozoarios,Algunas enfermedades infecciosas o parasitarias,true
1A3Z,"Infecciones intestinales por protozoarios, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1A40,Gastroenteritis o colitis sin especificación del agente infeccioso,Algunas enfermedades infecciosas o parasitarias,false
1A40.0,Gastroenteritis o colitis sin especificación del origen,Algunas enfermedades infecciosas o parasitarias,true
1A40.Z,Gastroenteritis o colitis infecciosa sin especificación del agente infeccioso,Algunas enfermedades infecciosas o parasitarias,true
1A60,Sífilis congénita,Algunas enfermedades infecciosas o parasitarias,false
1A60.0,"Sífilis congénita temprana, sintomática",Algunas enfermedades infecciosas o parasitarias,true
1A60.1,"Sífilis congénita temprana, latente",Algunas enfermedades infecciosas o parasitarias,true
1A60.2,Oculopatía sifilítica congénita tardía,Algunas enfermedades infecciosas o parasitarias,true
1A60.3,Neurosífilis congénita tardía,Algunas enfermedades infecciosas o parasitarias,true
1A60.4,"Otra sífilis congénita tardía, sintomática",Algunas enfermedades infecciosas o parasitarias,true
1A60.5,"Sífilis congénita tardía, latente",Algunas enfermedades infecciosas o parasitarias,true
1A60.Z,"Sífilis congénita, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1A61,Sífilis temprana,Algunas enfermedades infecciosas o parasitarias,false
1A61.0,Sífilis primaria genital,Algunas enfermedades infecciosas o parasitarias,true
1A61.1,Sífilis primaria anal,Algunas enfermedades infecciosas o parasitarias,true
1A61.2,Sífilis primaria de otras localizaciones,Algunas enfermedades infecciosas o parasitarias,true
1A61.3,Sífilis secundaria de la piel o de las membranas mucosas,Algunas enfermedades infecciosas o parasitarias,true
1A61.4,Sífilis secundaria en otras localizaciones,Algunas enfermedades infecciosas o parasitarias,true
1A61.5,Sífilis temprana latente,Algunas enfermedades infecciosas o parasitarias,true
1A61.Y,Otra sífilis temprana especificada,Algunas enfermedades infecciosas o parasitarias,true
1A61.Z,"Sífilis temprana, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1A62,Sífilis tardía,Algunas enfermedades infecciosas o parasitarias,false
1A62.0,Neurosífilis,Algunas enfermedades infecciosas o parasitarias,false
1A62.00,Neurosífilis asintomática,Algunas enfermedades infecciosas o parasitarias,true
1A62.01,Neurosífilis tardía sintomática,Algunas enfermedades infecciosas o parasitarias,true
1A62.0Z,"Neurosífilis, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1A62.1,Sífilis tardía cardiovascular,Algunas enfermedades infecciosas o parasitarias,true
1A62.2,Sífilis sintomática tardía en otros sitios,Algunas enfermedades infecciosas o parasitarias,false
1A62.20,Sífilis ocular tardía,Algunas enfermedades infecciosas o parasitarias,true
1A62.21,Sífilis tardía con afectación del aparato musculoesquelético,Algunas enfermedades infecciosas o parasitarias,true
1A62.22,Sífilis tardía de la piel o de las membranas mucosas,Algunas enfermedades infecciosas o parasitarias,true
1A62.2Y,Otra sífilis sintomática tardía de otros sitios especificados,Algunas enfermedades infecciosas o parasitarias,true
1A62.2Z,Sífilis sintomática tardía de otros sitios sin especificación,Algunas enfermedades infecciosas o parasitarias,true
1A62.Y,Otra sífilis tardía especificada,Algunas enfermedades infecciosas o parasitarias,true
1A62.Z,"Sífilis tardía, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1A63,"Sífilis latente, sin especificarse si es temprana o tardía",Algunas enfermedades infecciosas o parasitarias,true
1A6Z,"Sífilis, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1A70,Infección gonocócica genitourinaria,Algunas enfermedades infecciosas o parasitarias,false
1A70.0,Infección gonocócica del aparato genitourinario inferior sin absceso periuretral o de las glándulas accesorias,Algunas enfermedades infecciosas o parasitarias,false
1A70.00,Gonorrea del pene,Algunas enfermedades infecciosas o parasitarias,true
1A70.0Y,Otra infección gonocócica especificada del aparato genitourinario inferior sin absceso periuretral o de las glándulas accesorias,Algunas enfermedades infecciosas o parasitarias,true
1A70.0Z,"Infección gonocócica del aparato genitourinario inferior sin absceso periuretral o de las glándulas accesorias, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1A70.1,Infección gonocócica del aparato genitourinario inferior con absceso periuretral o de las glándulas accesorias,Algunas enfermedades infecciosas o parasitarias,true
1A70.Y,Otra infección gonocócica genitourinaria especificada,Algunas enfermedades infecciosas o parasitarias,true
1A70.Z,"Infección gonocócica genitourinaria, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1A71,Pelviperitonitis gonocócica,Algunas enfermedades infecciosas o parasitarias,true
1A72,Infección gonocócica en otras localizaciones,Algunas enfermedades infecciosas o parasitarias,false
1A72.0,Infección gonocócica del sistema musculoesquelético,Algunas enfermedades infecciosas o parasitarias,true
1A72.1,Infección gonocócica del recto,Algunas enfermedades infecciosas o parasitarias,true
1A72.2,Infección gonocócica de ano,Algunas enfermedades infecciosas o parasitarias,true
1A72.3,Faringitis gonocócica,Algunas enfermedades infecciosas o parasitarias,true
1A72.4,Infección gonocócica del ojo,Algunas enfermedades infecciosas o parasitarias,true
1A72.Y,Otra infección gonocócica en otras localizaciones especificadas,Algunas enfermedades infecciosas o parasitarias,true
1A73,Infección gonocócica diseminada,Algunas enfermedades infecciosas o parasitarias,true
1A7Z,"Infección gonocócica, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1A80,Linfogranuloma por Chlamydia,Algunas enfermedades infecciosas o parasitarias,true
1A81,Infección de transmisión sexual no ulcerativa por Chlamydia,Algunas enfermedades infecciosas o parasitarias,false
1A81.0,Infección del aparato genitourinario inferior por Chlamydia,Algunas enfermedades infecciosas o parasitarias,true
1A81.1,Infección de los órganos reproductores internos por Chlamydia,Algunas enfermedades infecciosas o parasitarias,true
1A81.Y,Otra infección clamidial no ulcerativa de transmisión sexual especificada,Algunas enfermedades infecciosas o parasitarias,true
1A81.Z,"Infección clamidial no ulcerativa de transmisión sexual, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1A8Y,Otras infecciones especificadas de transmisión sexual por Chlamydia,Algunas enfermedades infecciosas o parasitarias,true
1A8Z,"Infecciones de transmisión sexual por Chlamydia, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1A90,Chancroide,Algunas enfermedades infecciosas o parasitarias,true
1A91,Granuloma inguinal,Algunas enfermedades infecciosas o parasitarias,true
1A92,Tricomoniasis,Algunas enfermedades infecciosas o parasitarias,true
1A93,Infestaciones transmitidas sexualmente,Algunas enfermedades infecciosas o parasitarias,true
1A94,Infección anogenital por herpes simple,Algunas enfermedades infecciosas o parasitarias,false
1A94.0,Infección genital o urogenital por herpes simple,Algunas enfermedades infecciosas o parasitarias,true
1A94.1,Infección perianal y rectal por herpes simple,Algunas enfermedades infecciosas o parasitarias,true
1A94.Z,"Infección anogenital por herpes simple, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1A95,Verrugas anogenitales,Algunas enfermedades infecciosas o parasitarias,false
1A95.0,Verrugas anales,Algunas enfermedades infecciosas o parasitarias,true
1A95.1,Verrugas genitales,Algunas enfermedades infecciosas o parasitarias,true
1A95.2,Condilomas acuminados extragenitales,Algunas enfermedades infecciosas o parasitarias,true
1A95.Z,"Verrugas anogenitales, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1A9Y,Otras infecciones especificadas de transmisión predominantemente sexual,Algunas enfermedades infecciosas o parasitarias,true
1A9Z,"Infecciones de transmisión predominantemente sexual, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1B10,Tuberculosis del sistema respiratorio,Algunas enfermedades infecciosas o parasitarias,false
1B10.0,"Tuberculosis respiratoria, confirmada",Algunas enfermedades infecciosas o parasitarias,true
1B10.1,"Tuberculosis respiratoria, no confirmada",Algunas enfermedades infecciosas o parasitarias,true
1B10.Z,"Tuberculosis respiratoria, sin mención de confirmación bacteriológica o histológica",Algunas enfermedades infecciosas o parasitarias,true
1B11,Tuberculosis del sistema nervioso,Algunas enfermedades infecciosas o parasitarias,false
1B11.0,Meningitis tuberculosa,Algunas enfermedades infecciosas o parasitarias,true
1B11.1,Meningoencefalitis tuberculosa,Algunas enfermedades infecciosas o parasitarias,true
1B11.2,Tuberculoma meníngeo,Algunas enfermedades infecciosas o parasitarias,true
1B11.3,Granuloma tuberculoso del cerebro,Algunas enfermedades infecciosas o parasitarias,true
1B11.Y,Otra tuberculosis especificada del sistema nervioso,Algunas enfermedades infecciosas o parasitarias,true
1B11.Z,"Tuberculosis del sistema nervioso, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1B12,Tuberculosis de otros sistemas u órganos,Algunas enfermedades infecciosas o parasitarias,false
1B12.0,Tuberculosis cardíaca,Algunas enfermedades infecciosas o parasitarias,true
1B12.1,Tuberculosis del ojo,Algunas enfermedades infecciosas o parasitarias,true
1B12.2,Tuberculosis del oído,Algunas enfermedades infecciosas o parasitarias,true
1B12.3,Tuberculosis de las glándulas endocrinas,Algunas enfermedades infecciosas o parasitarias,true
1B12.4,Tuberculosis del sistema musculoesquelético,Algunas enfermedades infecciosas o parasitarias,false
1B12.40,Tuberculosis de los huesos o las articulaciones,Algunas enfermedades infecciosas o parasitarias,true
1B12.41,Miositis tuberculosa,Algunas enfermedades infecciosas o parasitarias,true
1B12.4Y,Otra tuberculosis especificada del sistema musculoesquelético,Algunas enfermedades infecciosas o parasitarias,true
1B12.4Z,"Tuberculosis del sistema musculoesquelético, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1B12.5,Tuberculosis del aparato genitourinario,Algunas enfermedades infecciosas o parasitarias,true
1B12.6,Linfadenopatía periférica tuberculosa,Algunas enfermedades infecciosas o parasitarias,true
1B12.7,Tuberculosis del aparato digestivo,Algunas enfermedades infecciosas o parasitarias,true
1B12.8,Tuberculosis cutánea,Algunas enfermedades infecciosas o parasitarias,true
1B12.Y,Otra tuberculosis de otros sistemas u órganos especificados,Algunas enfermedades infecciosas o parasitarias,true
1B13,Tuberculosis miliar,Algunas enfermedades infecciosas o parasitarias,false
1B13.0,Tuberculosis miliar aguda de un sitio especificado único,Algunas enfermedades infecciosas o parasitarias,true
1B13.1,Tuberculosis miliar aguda de sitios múltiples,Algunas enfermedades infecciosas o parasitarias,true
1B13.2,"Tuberculosis miliar aguda, sitio sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1B13.Y,Otra tuberculosis miliar especificada,Algunas enfermedades infecciosas o parasitarias,true
1B13.Z,"Tuberculosis miliar, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1B14,Tuberculosis latente,Algunas enfermedades infecciosas o parasitarias,true
1B1Y,Otra tuberculosis especificada,Algunas enfermedades infecciosas o parasitarias,true
1B1Z,"Tuberculosis, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1B20,Lepra,Algunas enfermedades infecciosas o parasitarias,false
1B20.0,Lepra paucibacilar,Algunas enfermedades infecciosas o parasitarias,true
1B20.1,Lepra multibacilar,Algunas enfermedades infecciosas o parasitarias,true
1B20.2,Reacciones de la lepra,Algunas enfermedades infecciosas o parasitarias,false
1B20.20,Reacción de la lepra de tipo I,Algunas enfermedades infecciosas o parasitarias,true
1B20.21,Reacción de lepra de tipo II,Algunas enfermedades infecciosas o parasitarias,true
1B20.3,Complicaciones de la lepra,Algunas enfermedades infecciosas o parasitarias,true
1B20.Z,"Lepra, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1B21,Infecciones por micobacterias no tuberculosas,Algunas enfermedades infecciosas o parasitarias,false
1B21.0,Infección pulmonar debida a micobacteria no tuberculosa,Algunas enfermedades infecciosas o parasitarias,true
1B21.1,Linfadenitis micobacteriana no tuberculosa,Algunas enfermedades infecciosas o parasitarias,true
1B21.2,Infección cutánea micobacteriana no tuberculosa,Algunas enfermedades infecciosas o parasitarias,false
1B21.20,Infección por Mycobacterium ulcerans,Algunas enfermedades infecciosas o parasitarias,true
1B21.2Y,Otra infección cutánea micobacteriana no tuberculosa especificada,Algunas enfermedades infecciosas o parasitarias,true
1B21.2Z,"Infección cutánea micobacteriana no tuberculosa, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1B21.3,Infección micobacterial no tuberculosa diseminada,Algunas enfermedades infecciosas o parasitarias,true
1B21.4,Infección gastrointestinal micobacteriana no tuberculosa,Algunas enfermedades infecciosas o parasitarias,true
1B21.Y,Otras infecciones especificadas por micobacterias no tuberculosas,Algunas enfermedades infecciosas o parasitarias,true
1B21.Z,"Infecciones por micobacterias no tuberculosas, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1B2Y,Otras enfermedades micobacterianas especificadas,Algunas enfermedades infecciosas o parasitarias,true
1B2Z,"Enfermedades micobacterianas, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1B40,Fiebre reumática aguda sin mención de complicación cardíaca,Algunas enfermedades infecciosas o parasitarias,false
1B40.0,"Artritis reumática, aguda o subaguda",Algunas enfermedades infecciosas o parasitarias,true
1B40.Y,Otra fiebre reumática especificada sin mención de complicación cardíaca,Algunas enfermedades infecciosas o parasitarias,true
1B40.Z,"Fiebre reumática sin mención de complicación cardíaca, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1B41,Fiebre reumática aguda con afectación cardíaca,Algunas enfermedades infecciosas o parasitarias,false
1B41.0,Pericarditis reumática aguda,Algunas enfermedades infecciosas o parasitarias,true
1B41.1,Endocarditis reumática aguda,Algunas enfermedades infecciosas o parasitarias,false
1B41.10,Aortitis reumática,Algunas enfermedades infecciosas o parasitarias,true
1B41.1Y,Otra endocarditis reumática aguda especificada,Algunas enfermedades infecciosas o parasitarias,true
1B41.1Z,"Endocarditis reumática aguda, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1B41.2,Miocarditis reumática aguda,Algunas enfermedades infecciosas o parasitarias,true
1B41.Y,Otra fiebre reumática aguda con afectación cardíaca especificada,Algunas enfermedades infecciosas o parasitarias,true
1B41.Z,"Fiebre reumática aguda con afectación cardíaca, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1B42,Corea reumática,Algunas enfermedades infecciosas o parasitarias,true
1B50,Escarlatina,Algunas enfermedades infecciosas o parasitarias,true
1B51,Faringitis estreptocócica,Algunas enfermedades infecciosas o parasitarias,true
1B53,Meningitis debida a Estreptococo,Algunas enfermedades infecciosas o parasitarias,true
1B54,Meningitis debida a Estafilococo,Algunas enfermedades infecciosas o parasitarias,true
1B5Y,Algunas otras enfermedades estafilocócicas o estreptocócicas especificadas,Algunas enfermedades infecciosas o parasitarias,true
1B5Z,"Algunas enfermedades estafilocócicas o estreptocócicas, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1B70,"Celulitis bacteriana, erisipelas o linfangitis",Algunas enfermedades infecciosas o parasitarias,false
1B70.0,Erisipela,Algunas enfermedades infecciosas o parasitarias,false
1B70.00,Erisipela de la cara,Algunas enfermedades infecciosas o parasitarias,true
1B70.01,Erisipela del oído externo,Algunas enfermedades infecciosas o parasitarias,true
1B70.02,Erisipela del miembro inferior,Algunas enfermedades infecciosas o parasitarias,true
1B70.0Y,Otra erisipela especificada,Algunas enfermedades infecciosas o parasitarias,true
1B70.0Z,"Erisipela, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1B70.1,Celulitis estreptocócica de la piel,Algunas enfermedades infecciosas o parasitarias,true
1B70.2,Celulitis estafilocócica de la piel,Algunas enfermedades infecciosas o parasitarias,true
1B70.3,Linfangitis bacteriana ascendente,Algunas enfermedades infecciosas o parasitarias,true
1B70.Y,"Otra celulitis bacteriana, erisipela o linfangitis especificada",Algunas enfermedades infecciosas o parasitarias,true
1B70.Z,"Celulitis bacteriana, erisipela o linfangitis, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1B71,Fascitis necrosante,Algunas enfermedades infecciosas o parasitarias,false
1B71.0,Fascitis necrosante estreptocócica,Algunas enfermedades infecciosas o parasitarias,true
1B71.1,Fascitis necrosante polimicrobiana,Algunas enfermedades infecciosas o parasitarias,true
1B71.2,Fascitis necrosante neonatal,Algunas enfermedades infecciosas o parasitarias,true
1B71.Y,Otra fascitis necrosante especificada,Algunas enfermedades infecciosas o parasitarias,true
1B71.Z,"Fascitis necrosante, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1B72,Impétigo,Algunas enfermedades infecciosas o parasitarias,false
1B72.0,Impétigo vesicular,Algunas enfermedades infecciosas o parasitarias,true
1B72.1,Impétigo no ampolloso,Algunas enfermedades infecciosas o parasitarias,true
1B72.2,Impetiginación secundaria de la piel,Algunas enfermedades infecciosas o parasitarias,true
1B72.Y,Otro impétigo especificado,Algunas enfermedades infecciosas o parasitarias,true
1B72.Z,"Impétigo, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1B73,Ectima,Algunas enfermedades infecciosas o parasitarias,false
1B73.0,Ectima estreptocócico,Algunas enfermedades infecciosas o parasitarias,true
1B73.1,Ectima estafilocócico,Algunas enfermedades infecciosas o parasitarias,true
1B73.2,Ectima gangrenoso,Algunas enfermedades infecciosas o parasitarias,true
1B73.Y,Otro ectima especificado,Algunas enfermedades infecciosas o parasitarias,true
1B73.Z,"Ectima, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1B74,Foliculitis bacteriana superficial,Algunas enfermedades infecciosas o parasitarias,false
1B74.0,Foliculitis superficial por Staphylococcus aureus,Algunas enfermedades infecciosas o parasitarias,true
1B74.Y,Otra foliculitis bacteriana superficial especificada,Algunas enfermedades infecciosas o parasitarias,true
1B74.Z,"foliculitis bacteriana superficial, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1B75,Foliculitis bacteriana profunda o absceso piógeno de la piel,Algunas enfermedades infecciosas o parasitarias,false
1B75.0,Forúnculo,Algunas enfermedades infecciosas o parasitarias,true
1B75.1,Ántrax,Algunas enfermedades infecciosas o parasitarias,true
1B75.2,Forunculosis,Algunas enfermedades infecciosas o parasitarias,true
1B75.3,Absceso piógeno de la piel,Algunas enfermedades infecciosas o parasitarias,true
1B75.4,Foliculitis bacteriana profunda crónica,Algunas enfermedades infecciosas o parasitarias,true
1B75.Z,"Foliculitis bacteriana profunda o absceso piógeno de la piel, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1B7Y,Otras infecciones bacterianas piógenas especificadas de la piel o de los tejidos subcutáneos,Algunas enfermedades infecciosas o parasitarias,true
1B7Z,"Infecciones bacterianas piógenas de la piel o de los tejidos subcutáneos, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1B90,Fiebres por mordedura de rata,Algunas enfermedades infecciosas o parasitarias,false
1B90.0,Espirilosis,Algunas enfermedades infecciosas o parasitarias,true
1B90.1,Estreptobacilosis,Algunas enfermedades infecciosas o parasitarias,true
1B90.Y,Otras fiebres por mordedura de rata especificada,Algunas enfermedades infecciosas o parasitarias,true
1B90.Z,"Fiebres por mordedura de rata, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1B91,Leptospirosis,Algunas enfermedades infecciosas o parasitarias,true
1B92,Muermo,Algunas enfermedades infecciosas o parasitarias,true
1B93,Peste,Algunas enfermedades infecciosas o parasitarias,false
1B93.0,Peste bubónica,Algunas enfermedades infecciosas o parasitarias,true
1B93.1,Peste celulocutánea,Algunas enfermedades infecciosas o parasitarias,true
1B93.2,Peste neumónica,Algunas enfermedades infecciosas o parasitarias,true
1B93.3,Meningitis pestosa,Algunas enfermedades infecciosas o parasitarias,true
1B93.Y,Otra peste especificada,Algunas enfermedades infecciosas o parasitarias,true
1B93.Z,"Peste, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1B94,Tularemia,Algunas enfermedades infecciosas o parasitarias,false
1B94.0,Tularemia ulceroglandular,Algunas enfermedades infecciosas o parasitarias,true
1B94.Y,Otra tularemia especificada,Algunas enfermedades infecciosas o parasitarias,true
1B94.Z,"Tularemia, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1B95,Brucelosis,Algunas enfermedades infecciosas o parasitarias,true
1B96,Erisipeloide,Algunas enfermedades infecciosas o parasitarias,true
1B97,Ántrax,Algunas enfermedades infecciosas o parasitarias,true
1B98,Enfermedad por arañazo de gato,Algunas enfermedades infecciosas o parasitarias,true
1B99,Pasteurelosis,Algunas enfermedades infecciosas o parasitarias,true
1B9A,Yersiniosis extraintestinal,Algunas enfermedades infecciosas o parasitarias,true
1B9Z,"Algunas enfermedades zoonóticas, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1C10,Actinomicosis,Algunas enfermedades infecciosas o parasitarias,false
1C10.0,Actinomicosis pulmonar,Algunas enfermedades infecciosas o parasitarias,true
1C10.1,Actinomicosis abdominal,Algunas enfermedades infecciosas o parasitarias,true
1C10.2,Actinomicosis cervicofacial,Algunas enfermedades infecciosas o parasitarias,true
1C10.3,Actinomicosis cutánea primaria,Algunas enfermedades infecciosas o parasitarias,true
1C10.Y,Otras formas especificadas de actinomicosis,Algunas enfermedades infecciosas o parasitarias,true
1C10.Z,"Actinomicosis, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1C11,Bartonelosis,Algunas enfermedades infecciosas o parasitarias,false
1C11.0,Enfermedad de Carrión,Algunas enfermedades infecciosas o parasitarias,false
1C11.00,Fiebre de La Oroya,Algunas enfermedades infecciosas o parasitarias,true
1C11.01,Verruga peruana,Algunas enfermedades infecciosas o parasitarias,true
1C11.0Z,"Enfermedad de Carrión, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1C11.1,Fiebre de las trincheras,Algunas enfermedades infecciosas o parasitarias,true
1C11.Y,Otras bartonelosis especificadas,Algunas enfermedades infecciosas o parasitarias,true
1C11.Z,"Bartonelosis, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1C12,Tos ferina,Algunas enfermedades infecciosas o parasitarias,false
1C12.0,Tos ferina por Bordetella pertussis,Algunas enfermedades infecciosas o parasitarias,true
1C12.1,Tos ferina debida a Bordetella parapertussis,Algunas enfermedades infecciosas o parasitarias,true
1C12.Y,Otra tos ferina especificada,Algunas enfermedades infecciosas o parasitarias,true
1C12.Z,"Tos ferina, sin especificación",Algunas enfermedades infecciosas o parasitarias,true
1C13,Tétanos,Algunas enfermedades infecciosas o parasitarias,true
1C14,Tétanos obstétrico,Algunas enfermedades infecciosas o parasitarias,true
1C15,Tétanos neonatal,Algunas enfermedades infecciosas o parasitarias,true
