code,label,chapter,billable
6C46.71,"Trastorno de ansiedad inducido por estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C46.72,"Trastorno obsesivo-compulsivo o trastorno afín inducido por estimulantes, incluidas las anfetaminas, las metanfetaminas y la metcatinona","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C46.73,"Trastorno del control de los impulsos inducido por estimulantes, incluidas las anfetaminas, las metanfetamina y la metcatinona","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C46.Y,"Otros trastornos especificados debidos al uso de estimulantes como anfetaminas, metanfetaminas o metcatinona","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C46.Z,"Trastornos debidos al uso de estimulantes como anfetaminas, metanfetaminas o metcatinona, sin especificación","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C47,Trastornos debidos al uso de catinonas sintéticas,"Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C47.0,Episodio de uso nocivo de catinonas sintéticas,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C47.1,Patrón nocivo de uso de catinonas sintéticas,"Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C47.10,"Patrón nocivo de uso de catinonas sintéticas, episódico","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C47.11,"Uso nocivo de catinonas sintéticas, continuo","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C47.1Y,Otro patrón nocivo especificado de uso de catinonas sintéticas,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C47.1Z,"Patrón nocivo de uso de catinonas sintéticas, sin especificación","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C47.2,Dependencia de las catinonas sintéticas,"Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C47.20,"Dependencia de las catinonas sintéticas, uso actual","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C47.21,"Dependencia de las catinonas sintéticas, remisión completa temprana","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C47.22,"Dependencia de las catinonas sintéticas, remisión parcial prolongada","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C47.23,"Dependencia de las catinonas sintéticas, remisión completa sostenida","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C47.2Y,Otra dependencia especificada de las catinonas sintéticas,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C47.2Z,"Dependencia de las catinonas sintéticas, sin especificación","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C47.3,Intoxicación por catinonas sintéticas,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C47.4,Síndrome de abstinencia de las catinonas sintéticas,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C47.5,Delirium inducido por catinonas sintéticas,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C47.6,Trastorno psicótico inducido por catinonas sintéticas,"Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C47.60,"Trastorno psicótico inducido por catinonas sintéticas, con alucinaciones","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C47.61,"Trastorno psicótico inducido por catinonas sintéticas, con delirios","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C47.62,"Trastorno psicótico inducido por catinonas sintéticas, con síntomas psicóticos mixtos","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C47.6Z,"Trastorno psicótico inducido por catinona sintética, sin especificación","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C47.7,Ciertos trastornos mentales o del comportamiento especificados inducidos por catinona sintética,"Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C47.70,Trastorno del estado de ánimo inducido por catinonas sintéticas,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C47.71,Trastorno de ansiedad inducido por catinonas sintéticas,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C47.72,Síndrome obsesivo-compulsivo o relacionado inducido por las catinonas sintéticas,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C47.73,Trastorno del control de los impulsos inducido por catinonas sintéticas,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C47.Y,Otros trastornos especificados debidos al uso de catinonas sintéticas,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C47.Z,"Trastornos debidos al uso de catinonas sintéticas, sin especificación","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C48,Trastornos debidos al uso de cafeína,"Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C48.0,Episodio de uso nocivo de cafeína,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C48.1,Patrón nocivo de uso de cafeína,"Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C48.10,"Patrón nocivo de consumo de cafeína, episódico","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C48.11,"Patrón nocivo del consumo de cafeína, continuo","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C48.1Z,"Patrón nocivo de uso de cafeína, sin especificación","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C48.2,Intoxicación por cafeína,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C48.3,Síndrome de abstinencia de la cafeína,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C48.4,Ciertos trastornos mentales o del comportamiento especificados inducidos por la cafeína,"Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C48.40,Trastorno de ansiedad inducido por cafeína,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C48.Y,Otros trastornos especificados debidos al uso de cafeína,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C48.Z,"Trastornos debidos al uso de cafeína, sin especificación","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C49,Trastornos debidos al uso de alucinógenos,"Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C49.0,Episodio de uso nocivo de alucinógenos,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C49.1,Patrón nocivo de uso de alucinógenos,"Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C49.10,"Patrón nocivo de uso de alucinógenos, episódico","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C49.11,"Patrón nocivo de uso de alucinógenos, continuo","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C49.1Z,"Patrón nocivo de uso de alucinógenos, sin especificación","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C49.2,Dependencia de los alucinógenos,"Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C49.20,"Dependencia de los alucinógenos, uso actual","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C49.21,"Dependencia de los alucinógenos, remisión completa temprana","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C49.22,"Dependencia de los alucinógenos, remisión parcial prolongada","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C49.23,"Dependencia de los alucinógenos, remisión completa prolongada","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C49.2Z,"Dependencia de los alucinógenos, sin especificación","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C49.3,Intoxicación por alucinógenos,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C49.4,Delirium inducido por alucinógenos,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C49.5,Trastorno psicótico inducido por alucinógenos,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C49.6,Ciertos trastornos mentales o del comportamiento especificados inducidos por alucinógenos,"Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C49.60,Trastorno del estado de ánimo inducido por alucinógenos,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C49.61,Trastorno de ansiedad inducido por alucinógenos,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C49.Y,Otros trastornos especificados debidos al uso de alucinógenos,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C49.Z,"Trastornos debidos al uso de alucinógenos, sin especificación","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4A,Trastornos debidos al uso de nicotina,"Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C4A.0,Episodio de uso nocivo de nicotina,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4A.1,Patrón nocivo de uso de nicotina,"Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C4A.10,"Patrón nocivo de uso de nicotina, episódico","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4A.11,"Patrón nocivo de uso de nicotina, continuo","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4A.1Z,"Patrón nocivo de uso de nicotina, sin especificación","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4A.2,Dependencia de la nicotina,"Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C4A.20,"Dependencia de la nicotina, consumo actual","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4A.21,"Dependencia de la nicotina, remisión completa temprana","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4A.22,"Dependencia de la nicotina, remisión parcial prolongada","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4A.23,"Dependencia de la nicotina, remisión completa prolongada","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4A.2Z,"Dependencia de la nicotina, sin especificación","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4A.3,Intoxicación por nicotina,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4A.4,Síndrome de abstinencia de la nicotina,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4A.Y,Otros trastornos especificados debidos al uso de nicotina,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4A.Z,"Trastornos debidos al uso de nicotina, sin especificación","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4B,Trastornos debidos al uso de inhalantes volátiles,"Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C4B.0,Episodio de uso nocivo de inhalantes volátiles,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4B.1,Patrón nocivo de uso de inhalantes volátiles,"Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C4B.10,"Patrón nocivo de uso de inhalantes volátiles, episódico","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4B.11,"Patrón nocivo de uso de inhalantes volátiles, continuo","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4B.1Z,"Patrón nocivo de uso de inhalantes volátiles, sin especificación","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4B.2,Dependencia de los inhalantes volátiles,"Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C4B.20,"Dependencia de los inhalantes volátiles, uso actual","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4B.21,"Dependencia de los inhalantes volátiles, remisión completa temprana","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4B.22,"Dependencia de los inhalantes volátiles, remisión parcial prolongada","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4B.23,"Dependencia de los inhalantes volátiles, remisión completa prolongada","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4B.2Z,"Dependencia de los inhalantes volátiles, sin especificación","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4B.3,Intoxicación por inhalantes volátiles,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4B.4,Síndrome de abstinencia de los inhalantes volátiles,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4B.5,Delirium inducido por inhalantes volátiles,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4B.6,Trastorno psicótico inducido por inhalantes volátiles,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4B.7,Ciertos trastornos mentales o del comportamiento especificados inducidos por inhalantes volátiles,"Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C4B.70,Trastorno del estado de ánimo inducido por inhalantes volátiles,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4B.71,Trastorno de ansiedad inducido por inhalantes volátiles,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4B.Y,Otros trastornos especificados debidos a los inhalantes volátiles,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4B.Z,"Trastornos debidos al uso de inhalantes volátiles, sin especificación","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4C,"Trastornos debidos al uso de metilendioximetanfetamina [MDMA] o drogas relacionadas, incluida la metilendioxianfetamina [MDA]","Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C4C.0,"Episodio de uso nocivo de MDMA [metilendioximetanfetamina] o drogas relacionadas, incluida la MDA","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4C.1,"Patrón nocivo de uso de MDMA [metilendioximetanfetamina] o drogas relacionadas, incluida la MDA","Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C4C.10,"Uso nocivo de MDMA o drogas relacionadas, incluida la MDA, episodio","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4C.11,"Uso nocivo de MDMA o drogas relacionadas, incluida la MDA, continuo","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4C.1Z,"Patrón nocivo de uso de MDMA [metilendioximetanfetamina] o drogas relacionadas, incluida la MDA, sin especificación","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4C.2,"Dependencia de la MDMA [metilendioximetanfetamina] o drogas relacionadas, incluida la MDA","Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C4C.20,"Dependencia de MDMA o drogas relacionadas, incluida la MDA, uso actual","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4C.21,"Dependencia de MDMA o drogas relacionadas, incluida la MDA, remisión completa temprana","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4C.22,"Dependencia a MDMA o drogas relacionadas, incluyendo MDA, remisión parcial prolongada","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4C.23,"Dependencia a MDMA o drogas relacionadas, incluyendo la MDA, la remisión completa prolongada","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4C.2Z,"Dependencia de la MDMA [metilendioximetanfetamina] o drogas relacionadas, incluida la MDA, sin especificación","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4C.3,"Intoxicación por metilendioximetanfetamina (MDMA) o drogas relacionadas, incluida la metilendioxianfetamina (MDA)","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4C.4,"Síndrome de abstinencia de MDMA [metilendioximetanfetamina] o drogas relacionadas, incluida la MDA","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4C.5,"Delirium inducido por MDMA [metilendioximetanfetamina] o drogas relacionadas, incluida la MDA","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4C.6,"Trastorno psicótico inducido por MDMA [metilendioximetanfetamina] o drogas relacionadas, incluida la MDA","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4C.7,Ciertos trastornos mentales o del comportamiento especificados inducidos por la MDMA o drogas relacionadas incluida la MDA,"Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C4C.70,"Trastorno del estado de ánimo inducido por MDMA o drogas relacionadas, incluida la MDA","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4C.71,Trastorno de ansiedad inducido por MDMA o drogas relacionadas,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4C.Y,"Otros trastornos especificados debidos al uso de [metilendioximetanfetamina] MDMA o drogas relacionadas, incluida la metilendioxianfetamina [MDA]","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4C.Z,"Trastornos debidos al uso de [metilendioximetanfetamina] MDMA o drogas relacionadas, incluida la metilendioxianfetamina [MDA], sin especificación","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4D,"Trastornos debidos al uso de drogas disociativas, incluidas la ketamina o la fenciclidina [PCP]","Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C4D.0,"Episodio de uso nocivo de drogas disociativas, incluidas la ketamina y la fenciclidina [PCP]","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4D.1,"Patrón nocivo de uso de drogas disociativas, incluidas la ketamina y la fenciclidina [PCP]","Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C4D.10,"Patrón nocivo de uso de drogas disociativas, incluidas la ketamina y la fenciclidina [PCP], episódico","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4D.11,"Patrón nocivo de uso de drogas disociativas, incluidas la ketamina y la fenciclidina [PCP], continuo","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4D.1Z,"Patrón nocivo de uso de drogas disociativas, incluidas la ketamina y la fenciclidina [PCP], sin especificación","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4D.2,"Dependencia de drogas disociativas, incluidas la ketamina o PCP","Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C4D.20,"Dependencia de las drogas disociativas, incluidas la ketamina y la fenciclidina [PCP], consumo actual","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4D.21,"Dependencia de las drogas disociativas, incluidas la ketamina o la fenciclidina [PCP], remisión completa temprana","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4D.22,"Dependencia de las drogas disociativas, incluidas la ketamina y la fenciclidina [PCP], remisión parcial prolongada","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4D.23,"Dependencia de las drogas disociativas, incluidas la ketamina y la fenciclidina [PCP], remisión completa prolongada","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4D.2Z,"Dependencia de drogas disociativas, incluidas la ketamina o PCP, sin especificación","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4D.3,"Intoxicación por drogas disociativas, incluidas la ketamina y la fenciclidina [PCP]","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4D.4,"Delirium inducido por drogas disociativas, incluidas la ketamina y la fenciclidina [PCP]","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4D.5,"Trastorno psicótico inducido por drogas disociativas, incluidas la ketamina y la fenciclidina [PCP]","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4D.6,"Ciertos trastornos mentales o del comportamiento inducidos por fármacos disociativos especificados, incluidas la ketamina o la fenciclidina [PCP]","Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C4D.60,"Trastorno del estado de ánimo inducido por drogas disociativas, incluidas la ketamina o la fenciclidina [PCP]","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4D.61,"Trastorno de ansiedad inducido por drogas disociativas, incluidas la ketamina o la fenciclidina [PCP]","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4D.Y,"Otros trastornos especificados debidos al uso de drogas disociativas, incluidas la ketamina y la fenciclidina [PCP]","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4D.Z,"Trastornos especificados debidos al uso de drogas disociativas, incluidas la ketamina y la fenciclidina [PCP], sin especificación","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4E,"Trastornos debidos al uso de otras sustancias psicoactivas especificadas, incluidos los medicamentos","Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C4E.0,Episodio de uso nocivo de otras sustancias psicoactivas especificadas,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4E.1,Patrón nocivo de consumo de otra sustancia psicoactiva especificada,"Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C4E.10,"Patrón nocivo de consumo de otra sustancia psicoactiva especificada, episódico","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4E.11,"Patrón nocivo de consumo de otra sustancia psicoactiva especificada, continuo","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4E.1Z,"Patrón nocivo de consumo de otra sustancia psicoactiva especificada, sin especificación","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4E.2,Dependencia de otras sustancias psicoactivas especificadas,"Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C4E.20,"Dependencia de otras sustancias psicoactivas especificadas, consumo actual","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4E.21,"Dependencia de otras sustancias psicoactivas especificadas, remisión completa temprana","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4E.22,"Dependencia de otras sustancias psicoactivas especificadas, remisión parcial prolongada","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4E.23,"Dependencia de otras sustancias psicoactivas especificadas, remisión completa prolongada","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4E.2Z,"Dependencia de otras sustancias psicoactivas especificadas, sin especificación","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4E.3,Intoxicación por otras sustancias psicoactivas especificadas,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4E.4,Síndrome de abstinencia de otras sustancias psicoactivas especificadas,"Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C4E.40,"Síndrome de abstinencia de otras sustancias psicoactivas especificadas, sin complicaciones","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4E.41,"Síndrome de abstinencia de otras sustancias psicoactivas especificadas, con alteraciones perceptuales","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4E.42,"Síndrome de abstinencia de otras sustancias psicoactivas especificadas, con convulsiones","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4E.43,"Síndrome de abstinencia de otras sustancias psicoactivas especificadas, con alteraciones perceptuales y convulsiones","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4E.4Z,"Síndrome de abstinencia de otras sustancias psicoactivas especificadas, sin especificación","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4E.5,"Delirium inducido por otras sustancias psicoactivas especificadas, incluidos los medicamentos","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4E.6,Trastorno psicótico inducido por otras sustancias psicoactivas especificadas,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4E.7,Otros ciertos trastornos mentales o del comportamiento especificados inducidos por sustancias psicoactivas,"Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C4E.70,Trastorno del estado de ánimo inducido por otras sustancias psicoactivas especificadas,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4E.71,Trastorno de ansiedad inducido por otras sustancias psicoactivas especificadas,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4E.72,Trastorno obsesivo-compulsivo u otro trastorno relacionado inducido por otra sustancia psicoactiva especificada,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4E.73,Trastorno del control de los impulsos inducido por otra sustancia psicoactiva especificada,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4E.Y,"Otros trastornos especificados debidos al uso de otras sustancias psicoactivas especificadas, incluidos los medicamentos","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4E.Z,"Trastornos debidos al uso de otras sustancias psicoactivas especificadas, incluidos los medicamentos, sin especificación","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4F,"Trastornos debidos al uso de múltiples sustancias psicoactivas especificadas, incluidos los medicamentos","Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C4F.0,Episodio de uso nocivo de múltiples sustancias psicoactivas especificadas,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4F.1,Patrón de uso nocivo de múltiples sustancias psicoactivas especificadas,"Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C4F.10,"Patrón de uso nocivo de múltiples sustancias psicoactivas especificadas, episódico","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4F.11,"Patrón de uso nocivo de múltiples sustancias psicoactivas especificadas, continuo","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4F.1Z,"Patrón de uso nocivo de múltiples sustancias psicoactivas específicas, sin especificación","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4F.2,Dependencia de múltiples sustancias psicoactivas especificadas.,"Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C4F.20,"Dependencia de múltiples sustancias psicoactivas especificadas, uso actual.","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4F.21,"Dependencia múltiple especificada de sustancias psicoactivas, remisión completa temprana","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4F.22,"Dependencia múltiple especificada de sustancias psicoactivas, remisión parcial sostenida","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4F.23,"Dependencia múltiple especificada de sustancias psicoactivas, remisión completa sostenida","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4F.2Z,"Dependencia de múltiples sustancias psicoactivas especificadas, sin especificación","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4F.3,Intoxicación por múltiples sustancias psicoactivas especificadas,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4F.4,Síndrome de abstinencia de múltiples sustancias psicoactivas especificadas,"Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C4F.40,"Síndrome de abstinencia de múltiples sustancias psicoactivas especificadas, sin complicaciones","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4F.41,"Síndrome de abstinencia de múltiples sustancias psicoactivas especificadas, con trastornos de la percepción","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4F.42,"Síndrome de abstinencia de múltiples sustancias psicoactivas especificadas, con convulsiones","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4F.43,"Síndrome de abstinencia de múltiples sustancias psicoactivas especificadas, con trastornos de la percepción y convulsiones","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4F.4Y,Otro síndrome especificado de abstinencia de múltiples sustancias psicoactivas,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4F.4Z,"Síndrome de abstinencia de múltiples sustancias psicoactivas especificadas, sin especificación","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4F.5,"Delirium inducido por múltiples sustancias psicoactivas especificadas, incluidos los medicamentos","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4F.6,Trastorno psicótico inducido por múltiples sustancias psicoactivas especificadas,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4F.7,Ciertos trastornos mentales o del comportamiento múltiples especificadas inducidos por sustancias psicoactivas,"Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C4F.70,Trastorno del estado de ánimo inducido por múltiples sustancias psicoactivas especificadas,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4F.71,Trastorno de ansiedad inducido por múltiples sustancias psicoactivas especificadas,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4F.72,Trastorno obsesivo-compulsivo u otro trastorno relacionado inducido por múltiples sustancias psicoactivas especificadas,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4F.73,Síndrome del control de los impulsos inducido por múltiples sustancias psicoactivas especificadas,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4F.Y,"Otros trastornos especificados debidos al consumo de múltiples sustancias psicoactivas especificadas, incluidos los medicamentos","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4F.Z,"Trastornos debidos al consumo de múltiples sustancias psicoactivas especificadas, incluidos los medicamentos, sin especificación","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4G,Trastornos debidos al uso de sustancias psicoactivas desconocidas o no especificadas,"Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C4G.0,Episodio de uso nocivo de sustancias psicoactivas desconocidas o no especificadas,"Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4G.1,Patrón de uso nocivo de sustancias psicoactivas desconocidas o no especificadas,"Trastornos mentales, del comportamiento y del neurodesarrollo",false
6C4G.10,"Patrón de uso nocivo de sustancias psicoactivas desconocidas o no especificadas, episódico","Trastornos mentales, del comportamiento y del neurodesarrollo",true
6C4G.11,"Patrón de uso nocivo de sustancias psicoactivas desconocidas o no especificadas, continuo","Trastornos mentales, del comportamiento y del neurodesarrollo",true
